slug,num,name_en,name_ja,type,category,power,accuracy,pp,priority,target,short_desc_en,short_desc_ja,include
throat-chop,675,Throat Chop,じごくづき,Dark,Physical,80,100,15,0,normal,"For 2 turns, the target cannot use sound moves.",この　技を　受けた　相手は 地獄の　苦しみから　２ターンの間 音の　技を　出すことが　できなくなる。,○
pollen-puff,676,Pollen Puff,かふんだんご,Bug,Special,90,100,15,0,normal,"If the target is an ally, heals 50% of its max HP.",敵には　爆発する　だんごを 使って　攻撃。　味方には 回復する　だんごを　与える。,○
anchor-shot,677,Anchor Shot,アンカーショット,Steel,Physical,80,100,20,0,normal,Prevents the target from switching out.,アンカーを　相手に　からませて 攻撃する。　相手は 逃げることが　できなくなる。,○
psychic-terrain,678,Psychic Terrain,サイコフィールド,Psychic,Status,,,10,0,all,"5 turns. Grounded: +Psychic power, priority-safe.",５ターンの間　地面にいると 先制技を　受けない。 エスパータイプの　威力が　あがる。,○
lunge,679,Lunge,とびかかる,Bug,Physical,80,100,15,0,normal,100% chance to lower the target's Attack by 1.,全力で　相手に 飛びかかって　攻撃。 相手の　攻撃を　さげる。,○
fire-lash,680,Fire Lash,ほのおのムチ,Fire,Physical,80,100,15,0,normal,100% chance to lower the target's Defense by 1.,焼けたムチで　相手を　打ちつける。 攻撃を　受けた　相手は 防御が　さがる。,○
power-trip,681,Power Trip,つけあがる,Dark,Physical,20,100,10,0,normal,+ 20 power for each of the user's stat boosts.,自分の　強さを　鼻高々に 攻撃する。自分の　能力が あがって　いるほど　威力が　あがる。,○
burn-up,682,Burn Up,もえつきる,Fire,Special,130,100,5,0,normal,User's Fire type becomes typeless; must be Fire.,全身の　ほのおを　すべて 燃やして　大ダメージを　与える。 自分の　ほのおタイプが　なくなる。,○
speed-swap,683,Speed Swap,スピードスワップ,Psychic,Status,,,10,0,normal,Swaps Speed stat with target.,相手の　素早さと 自分の　素早さを 入れ替えてしまう。,○
smart-strike,684,Smart Strike,スマートホーン,Steel,Physical,70,,10,0,normal,This move does not check accuracy.,とがった　つので　相手を 突き刺して　攻撃する。 攻撃は　必ず　命中する。,○
purify,685,Purify,じょうか,Poison,Status,,,20,0,normal,Cures target's status; heals user 1/2 max HP if so.,相手の　状態異常を　治す。 治すと　自分は　ＨＰを 回復　することが　できる。,○
revelation-dance,686,Revelation Dance,めざめるダンス,Normal,Special,90,100,15,0,normal,Type varies based on the user's primary type.,全力で　踊って　攻撃する。 この　技の　タイプは 自分の　タイプと　同じになる。,○
core-enforcer,687,Core Enforcer,コアパニッシャー,Dragon,Special,100,100,10,0,allAdjacentFoes,Nullifies the foe(s) Ability if the foe(s) move first.,ダメージを　与えた　相手が すでに　行動を　終えていたら 相手の　特性を　消してしまう。,○
trop-kick,688,Trop Kick,トロピカルキック,Grass,Physical,70,100,15,0,normal,100% chance to lower the target's Attack by 1.,南国　由来の　熱い キックを　相手に　浴びせる。 相手の　攻撃を　さげる。,○
instruct,689,Instruct,さいはい,Psychic,Status,,,15,0,normal,The target immediately uses its last used move.,相手が　出した　技を 指示して　もう一度 出させることが　できる。,○
beak-blast,690,Beak Blast,くちばしキャノン,Flying,Physical,100,100,15,-3,normal,Burns on contact with the user before it moves.,最初に　クチバシを　加熱してから 攻撃を　くりだす。 加熱中に　さわると　やけどする。,○
clanging-scales,691,Clanging Scales,スケイルノイズ,Dragon,Special,110,100,5,0,allAdjacentFoes,Lowers the user's Defense by 1.,全身の　うろこを　こすり 大きな　音を　出して　攻撃する。 攻撃後　自分の　防御が　さがる。,○
dragon-hammer,692,Dragon Hammer,ドラゴンハンマー,Dragon,Physical,90,100,15,0,normal,No additional effect.,体を　ハンマーのように 使って　相手に　襲いかかり ダメージを　与える。,○
brutal-swing,693,Brutal Swing,ぶんまわす,Dark,Physical,60,100,20,0,allAdjacent,No additional effect. Hits adjacent Pokemon.,自分の　体を ぶんまわして　相手に ダメージを　与える。,○
aurora-veil,694,Aurora Veil,オーロラベール,Ice,Status,,,20,0,allySide,"For 5 turns, damage to allies halved. Snow only.",５ターンの　間　物理と 特殊の　ダメージを　弱める。 あられの　時しか　出すことが　できない。,○
sinister-arrow-raid,695,Sinister Arrow Raid,シャドーアローズストライク,Ghost,Physical,180,,1,0,normal,No additional effect.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
malicious-moonsault,696,Malicious Moonsault,ハイパーダーククラッシャー,Dark,Physical,180,,1,0,normal,Damage doubles if the target used Minimize.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
oceanic-operetta,697,Oceanic Operetta,わだつみのシンフォニア,Water,Special,195,,1,0,normal,No additional effect.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
guardian-of-alola,698,Guardian of Alola,ガーディアン・デ・アローラ,Fairy,Special,,,1,0,normal,Does damage equal to 3/4 target's current HP.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
soul-stealing-7-star-strike,699,Soul-Stealing 7-Star Strike,しちせいだっこんたい,Ghost,Physical,195,,1,0,normal,No additional effect.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
stoked-sparksurfer,700,Stoked Sparksurfer,ライトニングサーフライド,Electric,Special,175,,1,0,normal,100% chance to paralyze the target.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
pulverizing-pancake,701,Pulverizing Pancake,ほんきをだす　こうげき,Normal,Physical,210,,1,0,normal,No additional effect.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
extreme-evoboost,702,Extreme Evoboost,ナインエボルブースト,Normal,Status,,,1,0,self,"Raises user's Atk, Def, SpA, SpD, and Spe by 2.",この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
genesis-supernova,703,Genesis Supernova,オリジンズスーパーノヴァ,Psychic,Special,185,,1,0,normal,Summons Psychic Terrain.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
shell-trap,704,Shell Trap,トラップシェル,Fire,Special,150,100,5,-3,allAdjacentFoes,User must take physical damage before moving.,こうらの　トラップを　しかける。 相手が　物理技を　出すと 爆発して　ダメージを　与える。,○
fleur-cannon,705,Fleur Cannon,フルールカノン,Fairy,Special,130,90,5,0,normal,Lowers the user's Sp. Atk by 2.,強力な　ビームを　放ったあと 自分の　特攻が　がくっと　さがる。,○
psychic-fangs,706,Psychic Fangs,サイコファング,Psychic,Physical,85,100,10,0,normal,"Destroys screens, unless the target is immune.",サイコパワーで　かみついて 相手を　攻撃する。　ひかりのかべや リフレクター　なども　破壊できる。,○
stomping-tantrum,707,Stomping Tantrum,じだんだ,Ground,Physical,75,100,10,0,normal,Power doubles if the user's last move failed.,悔しさを　バネにして　攻撃する。 前の　ターンに　技を　外していると 威力が　倍に　なる。,○
shadow-bone,708,Shadow Bone,シャドーボーン,Ghost,Physical,85,100,10,0,normal,20% chance to lower the target's Defense by 1.,魂の　宿った　ホネで 相手を　なぐりつけて　攻撃する。 相手の　防御を　さげる　ことがある。,○
accelerock,709,Accelerock,アクセルロック,Rock,Physical,40,100,20,1,normal,Usually goes first.,素早い　スピードで 相手に　ぶつかって　攻撃する。 必ず　先制攻撃　できる。,○
liquidation,710,Liquidation,アクアブレイク,Water,Physical,85,100,10,0,normal,20% chance to lower the target's Defense by 1.,水の　力で　相手に ぶつかって　攻撃する。 相手の　防御を　さげる　ことがある。,○
prismatic-laser,711,Prismatic Laser,プリズムレーザー,Psychic,Special,160,100,10,0,normal,User cannot move next turn.,プリズムの　力で　強力な 光線を　発射する。 次の　ターンは　動けなくなる。,○
spectral-thief,712,Spectral Thief,シャドースチール,Ghost,Physical,90,100,10,0,normal,Steals target's boosts before dealing damage.,相手の　影に　潜り込み 相手の　能力アップを 奪って　攻撃する。,○
sunsteel-strike,713,Sunsteel Strike,メテオドライブ,Steel,Physical,100,100,5,0,normal,Ignores the Abilities of other Pokemon.,流星の　ような　勢いで 突進する。　相手の　特性を 無視して　攻撃　することが　できる。,○
moongeist-beam,714,Moongeist Beam,シャドーレイ,Ghost,Special,100,100,5,0,normal,Ignores the Abilities of other Pokemon.,怪しい　光線を　放って 攻撃する。相手の　特性を 無視して　攻撃　することが　できる。,○
tearful-look,715,Tearful Look,なみだめ,Normal,Status,,,20,0,normal,Lowers the target's Attack and Sp. Atk by 1.,なみだめに　なって 相手の　戦力を　喪失させる。 相手の　攻撃と　特攻が　さがる。,○
zing-zap,716,Zing Zap,びりびりちくちく,Electric,Physical,80,100,10,0,normal,30% chance to make the target flinch.,相手に　ぶつかって　強力な 電気を浴びせ　びりびりちくちく　させる。 相手を　ひるませる　ことが　ある。,○
natures-madness,717,Nature's Madness,しぜんのいかり,Fairy,Special,,90,10,0,normal,Does damage equal to 1/2 target's current HP.,自然の　怒りを　相手に　ぶつける。 相手の　ＨＰは　半分に　なる。,○
multi-attack,718,Multi-Attack,マルチアタック,Normal,Physical,120,100,10,0,normal,Type varies based on the held Memory.,高い　エネルギーを　まといつつ 相手に　ぶつかって　攻撃する。 メモリに　より　タイプが　変わる。,○
10-000-000-volt-thunderbolt,719,"10,000,000 Volt Thunderbolt",１０００まんボルト,Electric,Special,195,,1,0,normal,Very high critical hit ratio.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
mind-blown,720,Mind Blown,ビックリヘッド,Fire,Special,150,100,5,0,allAdjacent,User loses 50% max HP. Hits adjacent Pokemon.,自分の　頭を　爆発　させて 周りの　すべてを　攻撃する。 自分も　ダメージを　受けてしまう。,○
plasma-fists,721,Plasma Fists,プラズマフィスト,Electric,Physical,100,100,15,0,normal,Normal moves become Electric type this turn.,電気を　まとった　こぶしで 攻撃。　ノーマルタイプの　技を でんきタイプに　してしまう。,○
photon-geyser,722,Photon Geyser,フォトンゲイザー,Psychic,Special,100,100,5,0,normal,Physical if user's Atk > Sp. Atk. Ignores Abilities.,光の　柱で　攻撃する。 攻撃と　特攻を　比べて 高いほうで　ダメージを　与える。,○
double-iron-bash,742,Double Iron Bash,ダブルパンツァー,Steel,Physical,60,100,5,0,normal,Hits twice. 30% chance to make the target flinch.,胸の　ナットを　軸に　回転して ２回　続けて　うでを　たたきつける。 相手を　ひるませる　ことが　ある。,○
max-guard,743,Max Guard,ダイウォール,Normal,Status,,,10,4,self,Protects user from moves & Max Moves this turn.,相手の　攻撃を まったく　受けない。 連続で　だすと　失敗しやすい。,○
dynamax-cannon,744,Dynamax Cannon,ダイマックスほう,Dragon,Special,100,100,5,0,normal,No additional effect.,コアから　ビームを　放って　攻撃。 相手が　ダイマックス　していると ダメージは　２倍に　なる。,○
snipe-shot,745,Snipe Shot,ねらいうち,Water,Special,80,100,15,0,normal,High critical hit ratio. Cannot be redirected.,相手の　技を　引き受ける 特性や　技の　影響を　無視して 選んだ　相手を　攻撃　できる。,○
jaw-lock,746,Jaw Lock,くらいつく,Dark,Physical,80,100,10,0,normal,Prevents both user and target from switching out.,お互い　ひんしに　なるまで 交代が　できなくなる。　どちらかの ポケモンが　いなくなると　効果は消える。,○
stuff-cheeks,747,Stuff Cheeks,ほおばる,Normal,Status,,,10,0,self,"Must hold Berry to use. User eats Berry, Def +2.",持っている　きのみを　食べて 防御を　ぐーんと　あげる。,○
no-retreat,748,No Retreat,はいすいのじん,Fighting,Status,,,5,0,self,Raises all stats by 1 (not acc/eva). Traps user.,自分の　すべての 能力が　上がるが　交代　したり 逃げることが　できなくなる。,○
tar-shot,749,Tar Shot,タールショット,Rock,Status,,100,15,0,normal,Target gets -1 Spe and becomes weaker to Fire.,ねばねばの　タールを　浴びせて 相手の　素早さを　下げる。 相手は　ほのおが　弱点に　なる。,○
magic-powder,750,Magic Powder,まほうのこな,Psychic,Status,,100,20,0,normal,Changes the target's type to Psychic.,まほうのこなを　浴びせて 相手を　エスパータイプに　変化させる。,○
dragon-darts,751,Dragon Darts,ドラゴンアロー,Dragon,Physical,50,100,10,0,normal,Hits twice. Doubles: Tries to hit each foe once.,ドラメシヤで　２回　攻撃。 相手が　２匹　いるときは それぞれに　１回ずつ　攻撃する。,○
teatime,752,Teatime,おちゃかい,Normal,Status,,,10,0,all,All active Pokemon consume held Berries.,おちゃかいを　ひらいて 場にいる　ポケモンが　それぞれ 持っている　きのみを　食べる。,○
octolock,753,Octolock,たこがため,Fighting,Status,,100,15,0,normal,"Traps target, lowers Def and SpD by 1 each turn.",相手を　逃げられなくする。 かためられた　相手は　毎ターン 防御と　特防が　下がる。,○
bolt-beak,754,Bolt Beak,でんげきくちばし,Electric,Physical,85,100,10,0,normal,Power doubles if user moves before the target.,電気を　まとった　くちばしで　刺す。 相手より　先に　攻撃できると 技の　威力は　２倍に　なる。,○
fishious-rend,755,Fishious Rend,エラがみ,Water,Physical,85,100,10,0,normal,Power doubles if user moves before the target.,かたい　エラで　かみつく。 相手より　先に　攻撃できると 技の　威力は　２倍に　なる。,○
court-change,756,Court Change,コートチェンジ,Normal,Status,,100,10,0,all,Swaps user's field effects with the opposing side.,不思議な　力で お互いの　場の　効果を　入れ替える。,○
max-flare,757,Max Flare,ダイバーン,Fire,Physical,100,,10,0,adjacentFoe,Base move affects power. Starts Sunny Day.,ダイマックスした　ポケモンが 繰りだす　ほのおタイプの　攻撃。 ５ターンの　間　日差しを　強くする。,○
max-flutterby,758,Max Flutterby,ダイワーム,Bug,Physical,10,,10,0,adjacentFoe,Base move affects power. Foes: -1 Sp. Atk.,ダイマックスした　ポケモンが 繰りだす　むしタイプの　攻撃。 相手の　特攻を　下げる。,○
max-lightning,759,Max Lightning,ダイサンダー,Electric,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Electric Terrain.,ダイマックスした　ポケモンが 繰りだす　でんきタイプの　攻撃。 ５ターンの　間　エレキフィールドにする。,○
max-strike,760,Max Strike,ダイアタック,Normal,Physical,10,,10,0,adjacentFoe,Base move affects power. Foes: -1 Speed.,ダイマックスした　ポケモンが 繰りだす　ノーマルタイプの　攻撃。 相手の　素早さを　下げる。,○
max-knuckle,761,Max Knuckle,ダイナックル,Fighting,Physical,10,,10,0,adjacentFoe,Base move affects power. Allies: +1 Attack.,ダイマックスした　ポケモンが 繰りだす　かくとうタイプの　攻撃。 味方の　攻撃を　上げる。,○
max-phantasm,762,Max Phantasm,ダイホロウ,Ghost,Physical,10,,10,0,adjacentFoe,Base move affects power. Foes: -1 Defense.,ダイマックスした　ポケモンが 繰りだす　ゴーストタイプの　攻撃。 相手の　防御を　下げる。,○
max-hailstorm,763,Max Hailstorm,ダイアイス,Ice,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Hail.,ダイマックスした　ポケモンが 繰りだす　こおりタイプの　攻撃。 ５ターンの　間　あられを　降らす。,○
max-ooze,764,Max Ooze,ダイアシッド,Poison,Physical,10,,10,0,adjacentFoe,Base move affects power. Allies: +1 Sp. Atk.,ダイマックスした　ポケモンが 繰りだす　どくタイプの　攻撃。 味方の　特攻を　上げる。,○
max-geyser,765,Max Geyser,ダイストリーム,Water,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Rain Dance.,ダイマックスした　ポケモンが 繰りだす　みずタイプの　攻撃。 ５ターンの　間　雨を　降らせる。,○
max-airstream,766,Max Airstream,ダイジェット,Flying,Physical,10,,10,0,adjacentFoe,Base move affects power. Allies: +1 Speed.,ダイマックスした　ポケモンが 繰りだす　ひこうタイプの　攻撃。 味方の　素早さを　上げる。,○
max-starfall,767,Max Starfall,ダイフェアリー,Fairy,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Misty Terrain.,ダイマックスした　ポケモンが 繰りだす　フェアリータイプの　攻撃。 ５ターンの　間　ミストフィールドにする。,○
max-wyrmwind,768,Max Wyrmwind,ダイドラグーン,Dragon,Physical,10,,10,0,adjacentFoe,Base move affects power. Foes: -1 Attack.,ダイマックスした　ポケモンが 繰りだす　ドラゴンタイプの　攻撃。 相手の　攻撃を　下げる。,○
max-mindstorm,769,Max Mindstorm,ダイサイコ,Psychic,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Psychic Terrain.,ダイマックスした　ポケモンが 繰りだす　エスパータイプの　攻撃。 ５ターンの　間　サイコフィールドにする。,○
max-rockfall,770,Max Rockfall,ダイロック,Rock,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Sandstorm.,ダイマックスした　ポケモンが 繰りだす　いわタイプの　攻撃。 ５ターンの　間　砂あらしにする。,○
max-quake,771,Max Quake,ダイアース,Ground,Physical,10,,10,0,adjacentFoe,Base move affects power. Allies: +1 Sp. Def.,ダイマックスした　ポケモンが 繰りだす　じめんタイプの　攻撃。 味方の　特防を　上げる。,○
max-darkness,772,Max Darkness,ダイアーク,Dark,Physical,10,,10,0,adjacentFoe,Base move affects power. Foes: -1 Sp. Def.,ダイマックスした　ポケモンが 繰りだす　あくタイプの　攻撃。 相手の　特防を　下げる。,○
max-overgrowth,773,Max Overgrowth,ダイソウゲン,Grass,Physical,10,,10,0,adjacentFoe,Base move affects power. Starts Grassy Terrain.,ダイマックスした　ポケモンが 繰りだす　くさタイプの　攻撃。 ５ターンの　間　グラスフィールドにする。,○
max-steelspike,774,Max Steelspike,ダイスチル,Steel,Physical,10,,10,0,adjacentFoe,Base move affects power. Allies: +1 Defense.,ダイマックスした　ポケモンが 繰りだす　はがねタイプの　攻撃。 味方の　防御を　上げる。,○
clangorous-soul,775,Clangorous Soul,ソウルビート,Dragon,Status,,100,5,0,self,User loses 33% of its max HP. +1 to all stats.,自分の　ＨＰを　少し　削って すべての　能力を　上げる。,○
body-press,776,Body Press,ボディプレス,Fighting,Physical,80,100,10,0,normal,Uses user's Def stat as Atk in damage calculation.,体を　ぶつけて　攻撃。 防御が　高いほど 与える　ダメージが　増える。,○
decorate,777,Decorate,デコレーション,Fairy,Status,,,15,0,normal,Raises the target's Attack and Sp. Atk by 2.,かざりつけを　することで 相手の　攻撃と　特攻を ぐーんと　上げる。,○
drum-beating,778,Drum Beating,ドラムアタック,Grass,Physical,80,100,10,0,normal,100% chance to lower the target's Speed by 1.,ドラムの　根っこを　ドラミングで コントロールして　こうげき　することで 相手の　素早さを　下げる。,○
snap-trap,779,Snap Trap,トラバサミ,Grass,Physical,35,100,15,0,normal,Traps and damages the target for 4-5 turns.,トラバサミで　捕らえて ４－５ターンの　間 相手を　はさんで　攻撃する。,○
pyro-ball,780,Pyro Ball,かえんボール,Fire,Physical,120,90,5,0,normal,10% chance to burn the target. Thaws user.,小石を　燃やした　炎の　ボールで 相手を　攻撃する。 やけど　状態に　することが　ある。,○
behemoth-blade,781,Behemoth Blade,きょじゅうざん,Steel,Physical,100,100,5,0,normal,No additional effect.,巨大な　剣となり　切りかかる。 相手が　ダイマックス　していると ダメージは　２倍に　なる。,○
behemoth-bash,782,Behemoth Bash,きょじゅうだん,Steel,Physical,100,100,5,0,normal,No additional effect.,巨大な　盾となり　ぶつかる。 相手が　ダイマックス　していると ダメージは　２倍に　なる。,○
aura-wheel,783,Aura Wheel,オーラぐるま,Electric,Physical,110,100,10,0,normal,Morpeko: Electric; Hangry: Dark; 100% +1 Spe.,ほほぶくろに　溜めた　エネルギーで 攻撃し　自分の　素早さを　あげる。 モルペコの　姿で　タイプが　変わる。,○
breaking-swipe,784,Breaking Swipe,ワイドブレイカー,Dragon,Physical,60,100,15,0,allAdjacentFoes,100% chance to lower the foe(s) Attack by 1.,きょうじんな　しっぽを　激しく ふりはらって　相手を　攻撃する。 相手の　攻撃を　下げる。,○
branch-poke,785,Branch Poke,えだづき,Grass,Physical,40,100,40,0,normal,No additional effect.,するどく　とがった　枝で 相手を　突いて　攻撃する。,○
overdrive,786,Overdrive,オーバードライブ,Electric,Special,80,100,10,0,allAdjacentFoes,No additional effect. Hits foe(s).,ギターや　ベースを　かきならして 激しく　響く　大きな　振動を 相手に　与えて　攻撃する。,○
apple-acid,787,Apple Acid,りんごさん,Grass,Special,80,100,10,0,normal,100% chance to lower the target's Sp. Def by 1.,すっぱい　りんごから　つくりだした 酸性の　液体で　攻撃。 相手の　特防を　下げる。,○
grav-apple,788,Grav Apple,Ｇのちから,Grass,Physical,80,100,10,0,normal,Target: 100% -1 Def. During Gravity: 1.5x power.,高いところから　りんごを　落として ダメージを　与える。 相手の　防御を　下げる。,○
spirit-break,789,Spirit Break,ソウルクラッシュ,Fairy,Physical,75,100,15,0,normal,100% chance to lower the target's Sp. Atk by 1.,食らうと　くじけるほどの 勢いで　攻撃。 相手の　特攻を　下げる。,○
strange-steam,790,Strange Steam,ワンダースチーム,Fairy,Special,90,95,10,0,normal,20% chance to confuse the target.,煙を　噴出して 相手を　攻撃。 混乱　させることが　ある。,○
life-dew,791,Life Dew,いのちのしずく,Water,Status,,,10,0,allies,Heals the user and its allies by 1/4 their max HP.,不思議な　水を　ふりまいて 自分と　場にいる 味方の　ＨＰを　回復する。,○
obstruct,792,Obstruct,ブロッキング,Dark,Status,,100,10,4,self,Protects from damaging attacks. Contact: -2 Def.,相手の　攻撃を　まったく　受けない。 連続で　だすと　失敗しやすい。 触れると　防御が　がくっと　下がる。,○
false-surrender,793,False Surrender,どげざつき,Dark,Physical,80,,10,0,normal,This move does not check accuracy.,頭を　下げる　ふりを　しながら 振りみだした　髪の毛を　突き刺す。 攻撃は　必ず　命中する。,○
meteor-assault,794,Meteor Assault,スターアサルト,Fighting,Physical,150,100,5,0,normal,User cannot move next turn.,太い　クキを　ふりまわして　攻撃。 ただし　自分も　よろめいてしまうため 次の　ターンは　動けなくなる。,○
eternabeam,795,Eternabeam,ムゲンダイビーム,Dragon,Special,160,90,5,0,normal,User cannot move next turn.,本来の　姿と　なった ムゲンダイナ　最大の　攻撃。 次の　ターンは　動けなくなる。,○
steel-beam,796,Steel Beam,てっていこうせん,Steel,Special,140,95,5,0,normal,User loses 50% max HP.,全身から　集めた　はがねを ビームとして　激しく　撃ちだす。 自分も　ダメージを　受けてしまう。,○
expanding-force,797,Expanding Force,ワイドフォース,Psychic,Special,80,100,10,0,normal,"User on Psychic Terrain: 1.5x power, hits foes.",サイコパワーで　相手を　攻撃する。 サイコフィールドの時　威力が　あがり すべての　相手に　ダメージを　与える。,○
steel-roller,798,Steel Roller,アイアンローラー,Steel,Physical,130,100,5,0,normal,Fails if there is no terrain active. Ends the terrain.,フィールドを　破壊しながら　攻撃。 なんらかの　フィールド状態に 変わっていないと　技は　失敗する。,○
scale-shot,799,Scale Shot,スケイルショット,Dragon,Physical,25,90,20,0,normal,"Hits 2-5 times. User: -1 Def, +1 Spe after last hit.",ウロコを　撃ちだして　攻撃する。 ２ー５回の　間　連続で　だす。 素早さが　あがるが　防御が　さがる。,○
meteor-beam,800,Meteor Beam,メテオビーム,Rock,Special,120,90,10,0,normal,Raises user's Sp. Atk by 1 on turn 1. Hits turn 2.,１ターン目に　宇宙の　力を 集めることで　特攻が　あがり ２ターン目に　相手を　攻撃する。,○
shell-side-arm,801,Shell Side Arm,シェルアームズ,Poison,Special,90,100,10,0,normal,20% psn. Physical+contact if it would be stronger.,物理か　特殊か　より多く　ダメージを 与えられる　能力で　攻撃する。 毒状態に　することが　ある。,○
misty-explosion,802,Misty Explosion,ミストバースト,Fairy,Special,100,100,5,0,allAdjacent,User faints. User on Misty Terrain: 1.5x power.,自分の　周りに　いる　すべてを 攻撃するが　使うと　瀕死になる。 ミストフィールドで　威力が　あがる。,○
grassy-glide,803,Grassy Glide,グラススライダー,Grass,Physical,55,100,20,0,normal,User on Grassy Terrain: +1 priority.,地面を　滑るように　相手を　攻撃。 グラスフィールドの時 必ず　先制攻撃　できる。,○
rising-voltage,804,Rising Voltage,ライジングボルト,Electric,Special,70,100,20,0,normal,2x power if target is grounded in Electric Terrain.,地面から　立ちのぼる　電撃で　攻撃。 相手が　エレキフィールドに　いる時 技の　威力が　２倍に　なる。,○
terrain-pulse,805,Terrain Pulse,だいちのはどう,Normal,Special,50,100,10,0,normal,"User on terrain: power doubles, type varies.",フィールドの力を　借りて　攻撃。 使った時の　フィールドの状態に　よって 技の　タイプと　威力が　変わる。,○
skitter-smack,806,Skitter Smack,はいよるいちげき,Bug,Physical,70,90,10,0,normal,100% chance to lower target's Sp. Atk by 1.,背後から　はいより　攻撃する。 相手の　特攻を　さげる。,○
burning-jealousy,807,Burning Jealousy,しっとのほのお,Fire,Special,70,100,5,0,allAdjacentFoes,100% burns a target that had a stat rise this turn.,しっとの　エネルギーで　相手を　攻撃。 そのターン　能力が　あがった　ポケモンを やけどの　状態に　する。,○
lash-out,808,Lash Out,うっぷんばらし,Dark,Physical,75,100,5,0,normal,2x power if the user had a stat lowered this turn.,相手への　いらだちを　ぶつけて　攻撃。 そのターンに　能力を　さげられていると 技の　威力が　２倍に　なる。,○
poltergeist,809,Poltergeist,ポルターガイスト,Ghost,Physical,110,90,5,0,normal,Fails if the target has no held item.,相手の　持ち物を　あやつって　攻撃。 相手が　道具を　持っていない　場合は 失敗する。,○
corrosive-gas,810,Corrosive Gas,ふしょくガス,Poison,Status,,100,40,0,allAdjacent,Removes adjacent Pokemon's held items.,強い　酸性の　ガスで 周りに　いるものを　包みこみ 持っている　道具を　溶かしてしまう。,○
coaching,811,Coaching,コーチング,Fighting,Status,,,10,0,adjacentAlly,Raises an ally's Attack and Defense by 1.,的確な　指導を　おこなうことで　 味方　全員の 攻撃と　防御を　上げる。,○
flip-turn,812,Flip Turn,クイックターン,Water,Physical,60,100,20,0,normal,User switches out after damaging the target.,攻撃した　あと ものすごい　スピードで　戻ってきて 控えの　ポケモンと　入れ替わる。,○
triple-axel,813,Triple Axel,トリプルアクセル,Ice,Physical,20,90,10,0,normal,"Hits 3 times. Each hit can miss, but power rises.",３回連続で　キックを　くりだして 攻撃する。　技が　当たるたびに 威力は　あがる。,○
dual-wingbeat,814,Dual Wingbeat,ダブルウイング,Flying,Physical,40,90,10,0,normal,Hits 2 times in one turn.,翼を　相手に　ぶつけて 攻撃する。　２回連続で ダメージを　与える。,○
scorching-sands,815,Scorching Sands,ねっさのだいち,Ground,Special,70,100,10,0,normal,30% chance to burn the target. Thaws target.,熱く　焼けた　砂を 相手に　ぶつけて　攻撃する。 やけど状態に　することが　ある。,○
jungle-healing,816,Jungle Healing,ジャングルヒール,Grass,Status,,,10,0,allies,"User and allies: healed 1/4 max HP, status cured.",ジャングルと　一体化して 自分と　場にいる　味方の ＨＰと　状態を　回復する。,○
wicked-blow,817,Wicked Blow,あんこくきょうだ,Dark,Physical,75,100,5,0,normal,Always results in a critical hit.,あくの型を　極めし 強烈な　一撃。 必ず　急所に　当たる。,○
surging-strikes,818,Surging Strikes,すいりゅうれんだ,Water,Physical,25,100,5,0,normal,Always results in a critical hit. Hits 3 times.,みずの型を　極めし 流れるような　３回の　連撃。 必ず　急所に　当たる。,○
thunder-cage,819,Thunder Cage,サンダープリズン,Electric,Special,80,90,15,0,normal,Traps and damages the target for 4-5 turns.,ほとばしる　電気の　おりの　中に ４ー５ターンの　間 相手を　閉じこめて　攻撃する。,○
dragon-energy,820,Dragon Energy,ドラゴンエナジー,Dragon,Special,150,100,5,0,allAdjacentFoes,Less power as user's HP decreases. Hits foe(s).,生命力を　パワーに　変え　相手を 攻撃する。　自分の　ＨＰが　少ないほど 技の　威力は　さがる。,○
freezing-glare,821,Freezing Glare,いてつくしせん,Psychic,Special,90,100,10,0,normal,10% chance to freeze the target.,両目から　サイコパワーを 撃ちだして　攻撃する。 こおり状態に　することが　ある。,○
fiery-wrath,822,Fiery Wrath,もえあがるいかり,Dark,Special,90,100,10,0,allAdjacentFoes,20% chance to make the foe(s) flinch.,怒りを　炎の　ような オーラに　変えて　攻撃する。 相手を　ひるませることが　ある。,○
